109,10-01-2023,1
110,10-01-2023,0
101,11-01-2023,1
102,11-01-2023,0
103,11-01-2023,0
104,11-01-2023,0
105,11-01-2023,1
106,11-01-2023,0
107,11-01-2023,0
108,11-01-2023,0
109,11-01-2023,1
110,11-01-2023,1
101,12-01-2023,0
102,12-01-2023,0
103,12-01-2023,0
104,12-01-2023,1
105,12-01-2023,0
106,12-01-2023,0
107,12-01-2023,0
108,12-01-2023,1
109,12-01-2023,0
110,12-01-2023,1
101,13-01-2023,1
102,13-01-2023,0
103,13-01-2023,0
104,13-01-2023,1
105,13-01-2023,0
106,13-01-2023,0
107,13-01-2023,1
108,13-01-2023,0
109,13-01-2023,0
110,13-01-2023,1
101,14-01-2023,0
102,14-01-2023,0
103,14-01-2023,0
104,14-01-2023,0
105,14-01-2023,1
106,14-01-2023,1
107,14-01-2023,1
108,14-01-2023,0
109,14-01-2023,1
110,14-01-2023,1
101,15-01-2023,0
102,15-01-2023,1
103,15-01-2023,0
104,15-01-2023,0
105,15-01-2023,1
106,15-01-2023,1
107,15-01-2023,0
108,15-01-2023,1
109,15-01-2023,1
110,15-01-2023,1
101,16-01-2023,0
102,16-01-2023,0
103,16-01-2023,0
104,16-01-2023,1
105,16-01-2023,1
106,16-01-2023,1
107,16-01-2023,1
108,16-01-2023,1
109,16-01-2023,0
110,16-01-2023,1
101,17-01-2023,0
102,17-01-2023,1
103,17-01-2023,1
104,17-01-2023,0
105,17-01-2023,0
106,17-01-2023,1
107,17-01-2023,0
108,17-01-2023,1
109,17-01-2023,0
110,17-01-2023,0
101,18-01-2023,0
102,18-01-2023,1
103,18-01-2023,0
104,18-01-2023,1
105,18-01-2023,1
106,18-01-2023,1
107,18-01-2023,0
108,18-01-2023,1
109,18-01-2023,1
110,18-01-2023,0
101,19-01-2023,1
102,19-01-2023,0
103,19-01-2023,1
104,19-01-2023,0
105,19-01-2023,1
106,19-01-2023,0
107,19-01-2023,0
108,19-01-2023,1
109,19-01-2023,1
110,19-01-2023,1
101,20-01-2023,0
102,20-01-2023,1
103,20-01-2023,0
104,20-01-2023,1
105,20-01-2023,1
106,20-01-2023,0
107,20-01-2023,0
108,20-01-2023,1
109,20-01-2023,1
110,20-01-2023,0
101,21-01-2023,0
102,21-01-2023,0
103,21-01-2023,1
104,21-01-2023,0
105,21-01-2023,1
106,21-01-2023,0
107,21-01-2023,0
108,21-01-2023,0
109,21-01-2023,1
110,21-01-2023,0
101,22-01-2023,0
102,22-01-2023,1
103,22-01-2023,0
104,22-01-2023,0
105,22-01-2023,1
106,22-01-2023,0
107,22-01-2023,1
108,22-01-2023,0
109,22-01-2023,1
110,22-01-2023,1
101,23-01-2023,0
102,23-01-2023,0
103,23-01-2023,1
104,23-01-2023,1
105,23-01-2023,0
106,23-01-2023,0
107,23-01-2023,1
108,23-01-2023,1
109,23-01-2023,0
110,23-01-2023,0
101,24-01-2023,0
102,24-01-2023,0
103,24-01-2023,1
104,24-01-2023,1
105,24-01-2023,1
106,24-01-2023,1
107,24-01-2023,0
108,24-01-2023,0
109,24-01-2023,0
110,24-01-2023,1
101,25-01-2023,1
102,25-01-2023,0
103,25-01-2023,0
104,25-01-2023,0
105,25-01-2023,0
106,25-01-2023,1
107,25-01-2023,0
108,25-01-2023,1
109,25-01-2023,1
110,25-01-2023,0
101,26-01-2023,1
102,26-01-2023,1
103,26-01-2023,0
104,26-01-2023,0
105,26-01-2023,0
106,26-01-2023,0
107,26-01-2023,0
108,26-01-2023,0
109,26-01-2023,0
110,26-01-2023,0
101,27-01-2023,1
102,27-01-2023,1
103,27-01-2023,1
104,27-01-2023,1
105,27-01-2023,0
106,27-01-2023,1
107,27-01-2023,1
108,27-01-2023,0
109,27-01-2023,0
110,27-01-2023,0
101,28-01-2023,0
102,28-01-2023,1
103,28-01-2023,0
104,28-01-2023,0
105,28-01-2023,0
106,28-01-2023,0
107,28-01-2023,0
108,28-01-2023,1
109,28-01-2023,1
110,28-01-2023,0
101,29-01-2023,1
102,29-01-2023,0
103,29-01-2023,1
104,29-01-2023,1
105,29-01-2023,0
106,29-01-2023,1
107,29-01-2023,1
108,29-01-2023,0
109,29-01-2023,1
110,29-01-2023,1
101,30-01-2023,0
102,30-01-2023,1
103,30-01-2023,1
104,30-01-2023,1
105,30-01-2023,1
106,30-01-2023,1
107,30-01-2023,1
108,30-01-2023,0
109,30-01-2023,0
110,30-01-2023,1
101,31-01-2023,0
102,31-01-2023,1
103,31-01-2023,0
104,31-01-2023,1
105,31-01-2023,0
106,31-01-2023,0
107,31-01-2023,1
108,31-01-2023,0
109,31-01-2023,0
110,31-01-2023,1
101,01-02-2023,0
102,01-02-2023,0
103,01-02-2023,0
104,01-02-2023,1
105,01-02-2023,0
106,01-02-2023,1
107,01-02-2023,1
108,01-02-2023,1
109,01-02-2023,1
110,01-02-2023,0
101,02-02-2023,0
102,02-02-2023,0
103,02-02-2023,1
104,02-02-2023,1
105,02-02-2023,1
106,02-02-2023,1
107,02-02-2023,1
108,02-02-2023,1
109,02-02-2023,1
110,02-02-2023,1
101,03-02-2023,0
102,03-02-2023,0
103,03-02-2023,1
104,03-02-2023,1
105,03-02-2023,0
106,03-02-2023,1
107,03-02-2023,1
108,03-02-2023,1
109,03-02-2023,1
110,03-02-2023,0
101,04-02-2023,0
102,04-02-2023,0
103,04-02-2023,1
104,04-02-2023,0
105,04-02-2023,0
106,04-02-2023,1
107,04-02-2023,0
108,04-02-2023,0
109,04-02-2023,0
110,04-02-2023,0
101,05-02-2023,0
102,05-02-2023,0
103,05-02-2023,0
104,05-02-2023,1
105,05-02-2023,0
106,05-02-2023,0
107,05-02-2023,0
108,05-02-2023,0
109,05-02-2023,0
110,05-02-2023,0
101,06-02-2023,0
102,06-02-2023,1
103,06-02-2023,1
104,06-02-2023,1
105,06-02-2023,1
106,06-02-2023,1
107,06-02-2023,1
108,06-02-2023,0
109,06-02-2023,0
110,06-02-2023,1
101,07-02-2023,1
102,07-02-2023,1
103,07-02-2023,0
104,07-02-2023,0
105,07-02-2023,0
106,07-02-2023,0
107,07-02-2023,1
108,07-02-2023,0
109,07-02-2023,0
110,07-02-2023,1
101,08-02-2023,1
102,08-02-2023,0
103,08-02-2023,1
104,08-02-2023,0
105,08-02-2023,1
106,08-02-2023,1
107,08-02-2023,0
108,08-02-2023,0
109,08-02-2023,0
110,08-02-2023,1
101,09-02-2023,1
102,09-02-2023,1
103,09-02-2023,0
104,09-02-2023,0
105,09-02-2023,0
106,09-02-2023,0
107,09-02-2023,0
108,09-02-2023,1
109,09-02-2023,1
110,09-02-2023,0
101,10-02-2023,1
102,10-02-2023,0
103,10-02-2023,1
104,10-02-2023,1
105,10-02-2023,1
106,10-02-2023,0
107,10-02-2023,1
108,10-02-2023,1
109,10-02-2023,1
110,10-02-2023,1
101,11-02-2023,0
102,11-02-2023,1
103,11-02-2023,1
104,11-02-2023,1
105,11-02-2023,1
106,11-02-2023,0
107,11-02-2023,0
108,11-02-2023,0
109,11-02-2023,1
110,11-02-2023,0
101,12-02-2023,1
102,12-02-2023,1
103,12-02-2023,1
104,12-02-2023,1
105,12-02-2023,0
106,12-02-2023,0
107,12-02-2023,0
108,12-02-2023,1
109,12-02-2023,1
110,12-02-2023,0
101,13-02-2023,1
102,13-02-2023,0
103,13-02-2023,1
104,13-02-2023,0
105,13-02-2023,1
106,13-02-2023,0
107,13-02-2023,1
108,13-02-2023,1
109,13-02-2023,1
110,13-02-2023,1
101,14-02-2023,1
102,14-02-2023,0
103,14-02-2023,0
104,14-02-2023,0
105,14-02-2023,0
106,14-02-2023,1
107,14-02-2023,0
108,14-02-2023,0
109,14-02-2023,0
110,14-02-2023,1
101,15-02-2023,1
102,15-02-2023,1
103,15-02-2023,1
104,15-02-2023,1
105,15-02-2023,1
106,15-02-2023,1
107,15-02-2023,1
108,15-02-2023,1
109,15-02-2023,0
110,15-02-2023,1
101,16-02-2023,1
102,16-02-2023,0
103,16-02-2023,0
104,16-02-2023,0
105,16-02-2023,0
106,16-02-2023,1
107,16-02-2023,0
108,16-02-2023,1
109,16-02-2023,0
110,16-02-2023,1
101,17-02-2023,0
102,17-02-2023,0
103,17-02-2023,0
104,17-02-2023,1
105,17-02-2023,1
106,17-02-2023,1
107,17-02-2023,1
108,17-02-2023,0
109,17-02-2023,1
110,17-02-2023,0
101,18-02-2023,0
102,18-02-2023,1
103,18-02-2023,1
104,18-02-2023,0
105,18-02-2023,0
106,18-02-2023,1
107,18-02-2023,0
108,18-02-2023,0
109,18-02-2023,0
110,18-02-2023,1
101,19-02-2023,0
102,19-02-2023,1
103,19-02-2023,0
104,19-02-2023,0
105,19-02-2023,0
106,19-02-2023,0
107,19-02-2023,0
108,19-02-2023,1
109,19-02-2023,1
110,19-02-2023,0
101,20-02-2023,0
102,20-02-2023,1
103,20-02-2023,1
104,20-02-2023,0
105,20-02-2023,1
106,20-02-2023,0
107,20-02-2023,0
108,20-02-2023,1
109,20-02-2023,0
110,20-02-2023,0
101,21-02-2023,0
102,21-02-2023,1
103,21-02-2023,1
104,21-02-2023,0
105,21-02-2023,1
106,21-02-2023,0
107,21-02-2023,0
108,21-02-2023,1
109,21-02-2023,1
110,21-02-2023,0
101,22-02-2023,1
102,22-02-2023,1
103,22-02-2023,1
104,22-02-2023,1
105,22-02-2023,0
106,22-02-2023,1
107,22-02-2023,0
108,22-02-2023,1
109,22-02-2023,1
110,22-02-2023,1
101,23-02-2023,0
102,23-02-2023,1
103,23-02-2023,1
104,23-02-2023,1
105,23-02-2023,1
106,23-02-2023,1
107,23-02-2023,1
108,23-02-2023,1
109,23-02-2023,1
110,23-02-2023,0
101,24-02-2023,0
102,24-02-2023,1
103,24-02-2023,0
104,24-02-2023,1
105,24-02-2023,0
106,24-02-2023,0
107,24-02-2023,0
108,24-02-2023,0
109,24-02-2023,1
110,24-02-2023,1
101,25-02-2023,0
102,25-02-2023,1
103,25-02-2023,1
104,25-02-2023,1
105,25-02-2023,0
106,25-02-2023,1
107,25-02-2023,1
108,25-02-2023,0
109,25-02-2023,0
110,25-02-2023,1
101,26-02-2023,1
102,26-02-2023,0
103,26-02-2023,1
104,26-02-2023,1
105,26-02-2023,0
106,26-02-2023,1
107,26-02-2023,1
108,26-02-2023,0
109,26-02-2023,1
110,26-02-2023,0
101,27-02-2023,1
102,27-02-2023,1
103,27-02-2023,0
104,27-02-2023,0
105,27-02-2023,1
106,27-02-2023,0
107,27-02-2023,0
108,27-02-2023,1
109,27-02-2023,1
110,27-02-2023,0
101,28-02-2023,0
102,28-02-2023,1
103,28-02-2023,1
104,28-02-2023,1
105,28-02-2023,1
106,28-02-2023,1
107,28-02-2023,1
108,28-02-2023,0
109,28-02-2023,0
110,28-02-2023,0
101,01-03-2023,0
102,01-03-2023,1
103,01-03-2023,1
104,01-03-2023,0
105,01-03-2023,0
106,01-03-2023,0
107,01-03-2023,0
108,01-03-2023,1
109,01-03-2023,1
110,01-03-2023,0
101,02-03-2023,0
102,02-03-2023,0
103,02-03-2023,1
104,02-03-2023,1
105,02-03-2023,0
106,02-03-2023,0
107,02-03-2023,0
108,02-03-2023,0
109,02-03-2023,1
110,02-03-2023,1
101,03-03-2023,0
102,03-03-2023,1
103,03-03-2023,1
104,03-03-2023,0
105,03-03-2023,1
106,03-03-2023,1
107,03-03-2023,0
108,03-03-2023,1
109,03-03-2023,0
110,03-03-2023,1
101,04-03-2023,1
102,04-03-2023,0
103,04-03-2023,0
104,04-03-2023,1
105,04-03-2023,0
106,04-03-2023,1
107,04-03-2023,1
108,04-03-2023,0
109,04-03-2023,0
110,04-03-2023,1
101,05-03-2023,0
102,05-03-2023,1
103,05-03-2023,0
104,05-03-2023,1
105,05-03-2023,0
106,05-03-2023,1
107,05-03-2023,0
108,05-03-2023,1
109,05-03-2023,0
110,05-03-2023,1
101,06-03-2023,0
102,06-03-2023,1
103,06-03-2023,0
104,06-03-2023,0
105,06-03-2023,0
106,06-03-2023,1
107,06-03-2023,1
108,06-03-2023,1
109,06-03-2023,0
110,06-03-2023,0
101,07-03-2023,1
102,07-03-2023,1
103,07-03-2023,1
104,07-03-2023,0
105,07-03-2023,1
106,07-03-2023,1
107,07-03-2023,1
108,07-03-2023,0
109,07-03-2023,0
110,07-03-2023,1
101,08-03-2023,0
102,08-03-2023,0
103,08-03-2023,1
104,08-03-2023,0
105,08-03-2023,1
106,08-03-2023,0
107,08-03-2023,1
108,08-03-2023,1
109,08-03-2023,0
110,08-03-2023,0
101,09-03-2023,0
102,09-03-2023,1
103,09-03-2023,0
104,09-03-2023,1
105,09-03-2023,1
106,09-03-2023,0
107,09-03-2023,1
108,09-03-2023,1
109,09-03-2023,0
110,09-03-2023,1
101,10-03-2023,0
102,10-03-2023,0
103,10-03-2023,1
104,10-03-2023,0
105,10-03-2023,0
106,10-03-2023,1
107,10-03-2023,1
108,10-03-2023,0
109,10-03-2023,0
110,10-03-2023,1
101,11-03-2023,0
102,11-03-2023,0
103,11-03-2023,1
104,11-03-2023,0
105,11-03-2023,1
106,11-03-2023,0
107,11-03-2023,1
108,11-03-2023,1
109,11-03-2023,1
110,11-03-2023,0
101,12-03-2023,0
102,12-03-2023,0
103,12-03-2023,1
104,12-03-2023,1
105,12-03-2023,0
106,12-03-2023,0
107,12-03-2023,0
108,12-03-2023,0
109,12-03-2023,1
110,12-03-2023,1
101,13-03-2023,1
102,13-03-2023,0
103,13-03-2023,0
104,13-03-2023,0
105,13-03-2023,1
106,13-03-2023,1
107,13-03-2023,1
108,13-03-2023,0
109,13-03-2023,0
110,13-03-2023,1
101,14-03-2023,1
102,14-03-2023,0
103,14-03-2023,1
104,14-03-2023,1
105,14-03-2023,0
106,14-03-2023,0
107,14-03-2023,0
108,14-03-2023,0
109,14-03-2023,1
110,14-03-2023,1
101,15-03-2023,1
102,15-03-2023,1
103,15-03-2023,1
104,15-03-2023,0
105,15-03-2023,1
106,15-03-2023,1
107,15-03-2023,0
108,15-03-2023,0
109,15-03-2023,1
110,15-03-2023,0
101,16-03-2023,1
102,16-03-2023,1
103,16-03-2023,0
104,16-03-2023,1
105,16-03-2023,0
106,16-03-2023,1
107,16-03-2023,0
108,16-03-2023,1
109,16-03-2023,0
110,16-03-2023,1
101,17-03-2023,0
102,17-03-2023,0
103,17-03-2023,0
104,17-03-2023,0
105,17-03-2023,1
106,17-03-2023,1
107,17-03-2023,0
108,17-03-2023,0
109,17-03-2023,1
110,17-03-2023,1
101,18-03-2023,1
102,18-03-2023,1
103,18-03-2023,1
104,18-03-2023,1
105,18-03-2023,1
106,18-03-2023,1
107,18-03-2023,1
108,18-03-2023,0
109,18-03-2023,1
110,18-03-2023,1
101,19-03-2023,0
102,19-03-2023,1
103,19-03-2023,0
104,19-03-2023,1
105,19-03-2023,1
106,19-03-2023,1
107,19-03-2023,1
108,19-03-2023,1
109,19-03-2023,0
110,19-03-2023,0
101,20-03-2023,1
102,20-03-2023,0
103,20-03-2023,1
104,20-03-2023,0
105,20-03-2023,1
106,20-03-2023,1
107,20-03-2023,0
108,20-03-2023,0
109,20-03-2023,1
110,20-03-2023,0
101,21-03-2023,1
102,21-03-2023,1
103,21-03-2023,1
104,21-03-2023,0
105,21-03-2023,1
106,21-03-2023,1
107,21-03-2023,0
108,21-03-2023,1
109,21-03-2023,0
110,21-03-2023,1
101,22-03-2023,1
102,22-03-2023,0
103,22-03-2023,1
104,22-03-2023,0
105,22-03-2023,0
106,22-03-2023,0
107,22-03-2023,0
108,22-03-2023,1
109,22-03-2023,0
110,22-03-2023,1
101,23-03-2023,1
102,23-03-2023,0
103,23-03-2023,0
104,23-03-2023,1
105,23-03-2023,0
106,23-03-2023,1
107,23-03-2023,0
108,23-03-2023,1
109,23-03-2023,1
110,23-03-2023,1
101,24-03-2023,0
102,24-03-2023,1
103,24-03-2023,1
104,24-03-2023,1
105,24-03-2023,0
106,24-03-2023,1
107,24-03-2023,0
108,24-03-2023,1
109,24-03-2023,0
110,24-03-2023,1
101,25-03-2023,1
102,25-03-2023,1
103,25-03-2023,0
104,25-03-2023,0
105,25-03-2023,0
106,25-03-2023,1
107,25-03-2023,0
108,25-03-2023,0
109,25-03-2023,0
110,25-03-2023,1
101,26-03-2023,0
102,26-03-2023,1
103,26-03-2023,1
104,26-03-2023,0
105,26-03-2023,1
106,26-03-2023,1
107,26-03-2023,1
108,26-03-2023,1
109,26-03-2023,1
110,26-03-2023,1
101,27-03-2023,0
102,27-03-2023,0
103,27-03-2023,1
104,27-03-2023,0
105,27-03-2023,0
106,27-03-2023,1
107,27-03-2023,0
108,27-03-2023,1
109,27-03-2023,0
110,27-03-2023,1
101,28-03-2023,0
102,28-03-2023,0
103,28-03-2023,1
104,28-03-2023,0
105,28-03-2023,0
106,28-03-2023,1
107,28-03-2023,1
108,28-03-2023,1
109,28-03-2023,0
110,28-03-2023,1
101,29-03-2023,0
102,29-03-2023,1
103,29-03-2023,1
104,29-03-2023,1
105,29-03-2023,0
106,29-03-2023,0
107,29-03-2023,0
108,29-03-2023,0
109,29-03-2023,1
110,29-03-2023,0
101,30-03-2023,0
102,30-03-2023,1
103,30-03-2023,0
104,30-03-2023,1
105,30-03-2023,0
106,30-03-2023,0
107,30-03-2023,1
108,30-03-2023,1
109,30-03-2023,1
110,30-03-2023,0
101,31-03-2023,0
102,31-03-2023,1
103,31-03-2023,0
104,31-03-2023,1
105,31-03-2023,1
106,31-03-2023,0
107,31-03-2023,1
108,31-03-2023,0
109,31-03-2023,0
110,31-03-2023,1
101,01-04-2023,1
102,01-04-2023,1
103,01-04-2023,1
104,01-04-2023,1
105,01-04-2023,1
106,01-04-2023,1
107,01-04-2023,1
108,01-04-2023,0
109,01-04-2023,1
110,01-04-2023,0
